"STATION","NAME","DATE","AWND","PGTM","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08","WT10"
"USC00512896","KALAUPAPA 563, HI US","2016-01-29",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-01",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-02",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-03",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-04",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-05",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-08",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-09",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-10",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-11",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-12",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-16",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-17",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-18",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-19",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-22",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-23",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-24",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-25",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-26",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-02-29",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-01",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-02",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-03",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-04",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-07",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-08",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-09",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-10",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-11",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-14",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-15",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-16",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-17",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-18",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-21",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-22",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-23",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-24",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-27",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-28",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-30",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-03-31",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-01",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-02",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-03",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-04",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-05",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-06",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-11",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-12",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-13",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-14",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-18",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-19",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-20",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-21",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-22",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-25",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-27",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-28",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-04-29",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-01",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-02",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-03",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-04",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-05",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-06",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-09",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-10",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-11",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-13",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-16",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-17",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-18",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-19",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-20",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-23",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-24",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-25",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-26",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-27",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-05-31",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-01",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-05",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-06",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-07",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-08",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-14",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-15",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-16",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-17",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-21",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-22",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-23",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-24",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-27",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-28",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-29",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-06-30",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-04",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-05",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-06",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-07",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-08",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-11",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-12",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-13",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-14",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-19",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-20",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-21",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-22",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-25",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-26",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-27",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-28",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-07-29",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-01",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-02",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-03",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-04",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-05",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-08",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-09",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-10",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-11",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-12",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-15",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-16",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-17",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-18",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-22",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-23",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-25",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-26",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-29",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-30",,,,,,,,,,,,,,,
"USC00512896","KALAUPAPA 563, HI US","2016-08-31",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-09-24",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-09-25",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-09-28",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-09-29",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-09-30",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-01",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-02",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-05",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-06",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-07",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-08",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-09",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-13",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-14",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-15",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-16",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-19",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-20",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-21",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-22",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-23",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-26",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-27",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-28",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-29",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-10-30",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-02",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-03",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-04",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-05",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-09",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-10",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-12",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-13",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-16",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-17",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-18",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-19",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-23",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-24",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-25",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-11-30",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-01",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-02",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-03",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-04",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-07",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-08",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-09",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-10",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-11",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-14",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-15",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-16",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-17",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-18",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-21",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-22",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-23",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-24",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-28",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-29",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2015-12-31",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-04",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-05",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-07",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-11",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-12",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-13",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-14",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-15",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-19",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-20",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-21",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-22",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-25",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-26",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-27",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-28",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-01-29",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-01",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-02",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-03",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-04",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-08",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-09",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-10",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-11",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-12",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-16",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-17",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-18",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-19",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-22",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-23",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-24",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-25",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-26",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-02-29",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-01",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-02",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-03",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-04",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-07",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-08",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-09",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-10",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-11",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-14",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-15",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-16",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-17",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-18",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-21",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-22",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-23",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-24",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-25",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-28",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-03-31",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-01",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-04",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-05",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-06",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-07",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-08",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-11",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-12",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-13",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-14",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-15",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-18",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-19",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-20",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-21",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-22",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-25",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-26",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-27",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-28",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-04-29",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-02",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-03",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-04",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-05",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-09",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-10",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-11",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-12",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-13",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-16",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-17",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-18",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-19",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-20",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-23",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-24",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-25",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-26",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-27",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-05-31",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-06-01",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-06-02",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-06-03",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-06-06",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-06-07",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-06-08",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-06-09",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-06-10",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-06-13",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-06-14",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-06-15",,,,,,,,,,,,,,,
"USC00512410","KAENA POINT 841.3, HI US","2016-06-16",,,,,,,,,,,,,,,
